# Scene: /home/lighthouse/ros2_ws/src/lighthouse/lighthouse_isaac_hospital_scene/isaac_hospital_scene_spot.usd
# Total prims listed: 1893
TYPE                           X         Y         Z        QX      QY      QZ      QW     R_deg   P_deg   Y_deg  PATH
Xform                    -13.040    15.851     0.001     0.000   0.000   0.000   1.000      0.00    0.00    0.00  /World/hospital/Geo_M2_Floor13
Xform                    -16.540    15.851     0.001     0.000   0.000   0.000   1.000      0.00    0.00    0.00  /World/hospital/Geo_M2_Floor14
Xform                    -13.040    15.851     0.011     0.000   0.000   0.707   0.000      0.00    0.00  180.00  /World/hospital/Geo_M2_BaseWallCorner11
Xform                    -16.539    12.849     0.001     0.000   0.000   0.707  -0.707      0.00   -0.00  -90.00  /World/hospital/Geo_M3_DoorWall3
Xform                    -16.539    12.849     0.001     0.000   0.000   0.707   0.707      0.00    0.00   90.00  /World/hospital/Geo_M3_SideWall5
Xform                    -20.039    15.849     0.001     0.000   0.000   0.707  -0.707      0.00   -0.00  -90.00  /World/hospital/Geo_M3_BackWall3
Xform                    -20.039    15.849     0.001     0.000   0.000  -0.707   0.707      0.00    0.00  -90.00  /World/hospital/Geo_M3_SideWall6
Xform                    -20.039    12.849     0.001     0.000   0.000   0.707   0.707      0.00    0.00   90.00  /World/hospital/Geo_M3_SideWall7
Xform                    -23.539    15.849     0.001     0.000   0.000   0.707  -0.707      0.00   -0.00  -90.00  /World/hospital/Geo_M3_BackWall4
Xform                    -20.039    12.849     0.001     0.000   0.000   0.707  -0.707      0.00   -0.00  -90.00  /World/hospital/Geo_M3_DoorWall4
Xform                    -23.539    15.849     0.001     0.000   0.000  -0.707   0.707      0.00    0.00  -90.00  /World/hospital/Geo_M3_SideWall8
Xform                     20.760     2.850     0.001     0.000   0.000   0.000   1.000      0.00    0.00    0.00  /World/hospital/Geo_M1_DoorWall_717
Xform                     20.760     2.850     0.001     0.000   0.000   0.000   1.000      0.00    0.00    0.00  /World/hospital/Geo_M1_SideWall_720
Xform                     26.860     2.850     0.001     0.000   0.000   0.000   1.000      0.00    0.00    0.00  /World/hospital/Geo_M1_WindowWall_723
Xform                     20.760     2.850     0.001     0.000   0.000   0.000   1.000      0.00    0.00    0.00  /World/hospital/Geo_M1_Floor_738
Xform                     20.760     2.850     0.001     0.000   0.000   0.000   1.000      0.00    0.00    0.00  /World/hospital/Geo_M1_Floor_738/Geo_M1_Floor
Mesh                      20.760     2.850     0.001     0.000   0.000   0.000   0.507      0.00    0.00    0.00  /World/hospital/Geo_M1_Floor_738/Geo_M1_Floor/Geo_M1_Floor
Xform                     26.860     6.527     0.001     0.000   0.000   0.000   1.000      0.00    0.00    0.00  /World/hospital/Geo_M1_WindowWall3
Xform                     20.760    10.227     0.001     0.000   0.000   0.707   0.000      0.00    0.00  180.00  /World/hospital/Geo_M1_SideWall6
Xform                     20.760     6.527     0.001     0.000   0.000   0.000   1.000      0.00    0.00    0.00  /World/hospital/Geo_M1_Floor3
Xform                     20.760    13.950     0.001     0.000   0.000   0.000   1.000      0.00    0.00    0.00  /World/hospital/Geo_M1_DoorWall4
Xform                     20.760    13.950     0.001     0.000   0.000   0.000   1.000      0.00    0.00    0.00  /World/hospital/Geo_M1_SideWall7
Xform                     26.860    13.950     0.001     0.000   0.000   0.000   1.000      0.00    0.00    0.00  /World/hospital/Geo_M1_WindowWall4
Xform                     20.760    17.650     0.001     0.000   0.000   0.707   0.000      0.00    0.00  180.00  /World/hospital/Geo_M1_SideWall8
Xform                     20.760    13.950     0.001     0.000   0.000   0.000   1.000      0.00    0.00    0.00  /World/hospital/Geo_M1_Floor4
Xform                     20.760    17.650     0.001     0.000   0.000   0.000   1.000      0.00    0.00    0.00  /World/hospital/Geo_M1_DoorWall5
Xform                     20.760    17.650     0.001     0.000   0.000   0.000   1.000      0.00    0.00    0.00  /World/hospital/Geo_M1_SideWall9
Xform                     26.860    17.650     0.001     0.000   0.000   0.000   1.000      0.00    0.00    0.00  /World/hospital/Geo_M1_WindowWall5
Xform                     20.760    21.350     0.001     0.000   0.000   0.707   0.000      0.00    0.00  180.00  /World/hospital/Geo_M1_SideWall10
Xform                     20.760    17.650     0.001     0.000   0.000   0.000   1.000      0.00    0.00    0.00  /World/hospital/Geo_M1_Floor5
Xform                     20.760    21.350     0.001     0.000   0.000   0.000   1.000      0.00    0.00    0.00  /World/hospital/Geo_M1_DoorWall6
Xform                     20.760    21.350     0.001     0.000   0.000   0.000   1.000      0.00    0.00    0.00  /World/hospital/Geo_M1_SideWall11
Xform                     26.860    21.350     0.001     0.000   0.000   0.000   1.000      0.00    0.00    0.00  /World/hospital/Geo_M1_WindowWall6
Xform                     20.760    25.050     0.001     0.000   0.000   0.707   0.000      0.00    0.00  180.00  /World/hospital/Geo_M1_SideWall12
Xform                     20.760    21.350     0.001     0.000   0.000   0.000   1.000      0.00    0.00    0.00  /World/hospital/Geo_M1_Floor6
Xform                     20.760    25.040     0.001     0.000   0.000   0.000   1.000      0.00    0.00    0.00  /World/hospital/Geo_M1_DoorWall7
Xform                     20.760    25.040     0.001     0.000   0.000   0.000   1.000      0.00    0.00    0.00  /World/hospital/Geo_M1_SideWall13
Xform                     26.860    25.040     0.001     0.000   0.000   0.000   1.000      0.00    0.00    0.00  /World/hospital/Geo_M1_WindowWall7
Xform                     20.760    28.740     0.001     0.000   0.000   0.707   0.000      0.00    0.00  180.00  /World/hospital/Geo_M1_SideWall14
Xform                     20.760    25.040     0.001     0.000   0.000   0.000   1.000      0.00    0.00    0.00  /World/hospital/Geo_M1_Floor7
Xform                     17.260    28.750     0.001     0.000   0.000   1.000   0.000      0.00    0.00  180.00  /World/hospital/Geo_M1_DoorWall8
Xform                     17.260    28.750     0.001     0.000   0.000   1.000   0.000      0.00    0.00  180.00  /World/hospital/Geo_M1_SideWall15
Xform                     11.160    28.733     0.001     0.000   0.000   1.000   0.000      0.00    0.00  180.00  /World/hospital/Geo_M1_WindowWall8
Xform                     17.260    25.050     0.001     0.000   0.000   0.707   0.000      0.00    0.00  180.00  /World/hospital/Geo_M1_SideWall16
Xform                     17.260    28.750     0.001     0.000   0.000   1.000   0.000      0.00    0.00  180.00  /World/hospital/Geo_M1_Floor8
Xform                     17.260    25.050     0.001     0.000   0.000   1.000   0.000      0.00    0.00  180.00  /World/hospital/Geo_M1_DoorWall9
Xform                     17.260    25.050     0.001     0.000   0.000   1.000   0.000      0.00    0.00  180.00  /World/hospital/Geo_M1_SideWall17
Xform                     11.160    25.050     0.001     0.000   0.000   1.000   0.000      0.00    0.00  180.00  /World/hospital/Geo_M1_WindowWall9
Xform                     17.260    21.350     0.001     0.000   0.000   0.707   0.000      0.00    0.00  180.00  /World/hospital/Geo_M1_SideWall18
Xform                     17.260    25.050     0.001     0.000   0.000   1.000   0.000      0.00    0.00  180.00  /World/hospital/Geo_M1_Floor9
Xform                     17.260    21.350     0.001     0.000   0.000   1.000   0.000      0.00    0.00  180.00  /World/hospital/Geo_M1_DoorWall10
Xform                     17.260    21.350     0.001     0.000   0.000   1.000   0.000      0.00    0.00  180.00  /World/hospital/Geo_M1_SideWall19
Xform                     17.260    17.650     0.001     0.000   0.000   0.707   0.000      0.00    0.00  180.00  /World/hospital/Geo_M1_SideWall20
Xform                     17.260    21.350     0.001     0.000   0.000   1.000   0.000      0.00    0.00  180.00  /World/hospital/Geo_M1_Floor10
Xform                     17.260    17.650     0.001     0.000   0.000   1.000   0.000      0.00    0.00  180.00  /World/hospital/Geo_M1_DoorWall11
Xform                     17.260    17.650     0.001     0.000   0.000   1.000   0.000      0.00    0.00  180.00  /World/hospital/Geo_M1_SideWall21
Xform                     17.260    13.950     0.001     0.000   0.000   0.707   0.000      0.00    0.00  180.00  /World/hospital/Geo_M1_SideWall22
Xform                     17.260    17.650     0.001     0.000   0.000   1.000   0.000      0.00    0.00  180.00  /World/hospital/Geo_M1_Floor11
Xform                     17.260    13.950     0.001     0.000   0.000   1.000   0.000      0.00    0.00  180.00  /World/hospital/Geo_M1_DoorWall12
Xform                     17.260    13.950     0.001     0.000   0.000   1.000   0.000      0.00    0.00  180.00  /World/hospital/Geo_M1_SideWall23
Xform                     17.260    10.250     0.001     0.000   0.000   0.707   0.000      0.00    0.00  180.00  /World/hospital/Geo_M1_SideWall24
Xform                     17.260    13.950     0.001     0.000   0.000   1.000   0.000      0.00    0.00  180.00  /World/hospital/Geo_M1_Floor12
Xform                    -38.540    14.350     0.001     0.000   0.000   0.000   1.000      0.00    0.00    0.00  /World/hospital/Geo_M1_DoorWall13
Xform                    -38.540    14.350     0.001     0.000   0.000   0.000   1.000      0.00    0.00    0.00  /World/hospital/Geo_M1_SideWall25
Xform                    -38.540    18.050     0.001     0.000   0.000   0.707   0.000      0.00    0.00  180.00  /World/hospital/Geo_M1_SideWall26
Xform                    -38.540    14.350     0.001     0.000   0.000   0.000   1.000      0.00    0.00    0.00  /World/hospital/Geo_M1_Floor13
Xform                    -38.540    18.050     0.001     0.000   0.000   0.000   1.000      0.00    0.00    0.00  /World/hospital/Geo_M1_DoorWall14
Xform                    -38.540    18.050     0.001     0.000   0.000   0.000   1.000      0.00    0.00    0.00  /World/hospital/Geo_M1_SideWall27
Xform                    -38.540    21.750     0.001     0.000   0.000   0.707   0.000      0.00    0.00  180.00  /World/hospital/Geo_M1_SideWall28
Xform                    -38.540    18.050     0.001     0.000   0.000   0.000   1.000      0.00    0.00    0.00  /World/hospital/Geo_M1_Floor14
Xform                    -38.540    21.750     0.001     0.000   0.000   0.000   1.000      0.00    0.00    0.00  /World/hospital/Geo_M1_DoorWall15
Xform                    -38.540    21.750     0.001     0.000   0.000   0.000   1.000      0.00    0.00    0.00  /World/hospital/Geo_M1_SideWall29
Xform                    -38.540    25.450     0.001     0.000   0.000   0.707   0.000      0.00    0.00  180.00  /World/hospital/Geo_M1_SideWall30
Xform                    -38.540    21.750     0.001     0.000   0.000   0.000   1.000      0.00    0.00    0.00  /World/hospital/Geo_M1_Floor15
Xform                    -38.540    25.450     0.001     0.000   0.000   0.000   1.000      0.00    0.00    0.00  /World/hospital/Geo_M1_DoorWall16
Xform                    -38.540    25.450     0.001     0.000   0.000   0.000   1.000      0.00    0.00    0.00  /World/hospital/Geo_M1_SideWall31
Xform                    -32.440    25.450     0.001     0.000   0.000   0.000   1.000      0.00    0.00    0.00  /World/hospital/Geo_M1_WindowWall16
Xform                    -38.540    29.150     0.001     0.000   0.000   0.707   0.000      0.00    0.00  180.00  /World/hospital/Geo_M1_SideWall32
Xform                    -38.540    25.450     0.001     0.000   0.000   0.000   1.000      0.00    0.00    0.00  /World/hospital/Geo_M1_Floor16
Xform                    -38.540    29.150     0.001     0.000   0.000   0.000   1.000      0.00    0.00    0.00  /World/hospital/Geo_M1_DoorWall17
Xform                    -38.540    29.150     0.001     0.000   0.000   0.000   1.000      0.00    0.00    0.00  /World/hospital/Geo_M1_SideWall33
Xform                    -32.440    29.150     0.001     0.000   0.000   0.000   1.000      0.00    0.00    0.00  /World/hospital/Geo_M1_WindowWall17
Xform                    -38.540    32.850     0.001     0.000   0.000   0.707   0.000      0.00    0.00  180.00  /World/hospital/Geo_M1_SideWall34
Xform                    -38.540    29.150     0.001     0.000   0.000   0.000   1.000      0.00    0.00    0.00  /World/hospital/Geo_M1_Floor17
Xform                    -42.040    32.850     0.001     0.000   0.000   1.000   0.000      0.00    0.00  180.00  /World/hospital/Geo_M1_DoorWall18_835
Xform                    -42.040    32.850     0.001     0.000   0.000   1.000   0.000      0.00    0.00  180.00  /World/hospital/Geo_M1_SideWall35_836
Xform                    -48.140    32.850     0.001     0.000   0.000   1.000   0.000      0.00    0.00  180.00  /World/hospital/Geo_M1_WindowWall18_837
Xform                    -42.040    29.150     0.001     0.000   0.000   0.707   0.000      0.00    0.00  180.00  /World/hospital/Geo_M1_SideWall36_838
Xform                    -42.040    32.850     0.001     0.000   0.000   1.000   0.000      0.00    0.00  180.00  /World/hospital/Geo_M1_Floor18_839
Xform                    -42.040    29.150     0.001     0.000   0.000   1.000   0.000      0.00    0.00  180.00  /World/hospital/Geo_M1_DoorWall19
Xform                    -42.040    29.150     0.001     0.000   0.000   1.000   0.000      0.00    0.00  180.00  /World/hospital/Geo_M1_SideWall37
Xform                    -48.140    29.150     0.001     0.000   0.000   1.000   0.000      0.00    0.00  180.00  /World/hospital/Geo_M1_WindowWall19
Xform                    -42.040    25.450     0.001     0.000   0.000   0.707   0.000      0.00    0.00  180.00  /World/hospital/Geo_M1_SideWall38
Xform                    -42.040    29.150     0.001     0.000   0.000   1.000   0.000      0.00    0.00  180.00  /World/hospital/Geo_M1_Floor19
Xform                    -42.040    25.450     0.001     0.000   0.000   1.000   0.000      0.00    0.00  180.00  /World/hospital/Geo_M1_DoorWall20
Xform                    -42.040    25.450     0.001     0.000   0.000   1.000   0.000      0.00    0.00  180.00  /World/hospital/Geo_M1_SideWall39
Xform                    -48.140    25.450     0.001     0.000   0.000   1.000   0.000      0.00    0.00  180.00  /World/hospital/Geo_M1_WindowWall20
Xform                    -42.040    21.750     0.001     0.000   0.000   0.707   0.000      0.00    0.00  180.00  /World/hospital/Geo_M1_SideWall40
Xform                    -42.040    25.450     0.001     0.000   0.000   1.000   0.000      0.00    0.00  180.00  /World/hospital/Geo_M1_Floor20
Xform                    -42.040    18.050     0.001     0.000   0.000   1.000   0.000      0.00    0.00  180.00  /World/hospital/Geo_M1_DoorWall21
Xform                    -42.040    18.050     0.001     0.000   0.000   1.000   0.000      0.00    0.00  180.00  /World/hospital/Geo_M1_SideWall41
Xform                    -48.140    18.050     0.001     0.000   0.000   1.000   0.000      0.00    0.00  180.00  /World/hospital/Geo_M1_WindowWall21
Xform                    -42.040    14.350     0.001     0.000   0.000   0.707   0.000      0.00    0.00  180.00  /World/hospital/Geo_M1_SideWall42
Xform                    -42.040    18.050     0.001     0.000   0.000   1.000   0.000      0.00    0.00  180.00  /World/hospital/Geo_M1_Floor21
Xform                    -42.040    14.350     0.001     0.000   0.000   1.000   0.000      0.00    0.00  180.00  /World/hospital/Geo_M1_DoorWall22
Xform                    -42.040    14.350     0.001     0.000   0.000   1.000   0.000      0.00    0.00  180.00  /World/hospital/Geo_M1_SideWall43
Xform                    -48.140    14.350     0.001     0.000   0.000   1.000   0.000      0.00    0.00  180.00  /World/hospital/Geo_M1_WindowWall22
Xform                    -42.040    10.650     0.001     0.000   0.000   0.707   0.000      0.00    0.00  180.00  /World/hospital/Geo_M1_SideWall44
